cod_ocorrencia;ano;mes_ano;munic;mcirc;regiao;roubo_rua
21191;2016;2016m04;Barra Mansa;3300407;Interior;20
21192;2016;2016m04;Valença;3306107;Interior;0
21193;2016;2016m04;Rio das Flores;3304508;Interior;0
21194;2016;2016m04;Volta Redonda;3306305;Interior;48
21195;2016;2016m04;Piraí;3304003;Interior;0
21196;2016;2016m04;Vassouras;3306206;Interior;0
21197;2016;2016m04;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1
21198;2016;2016m04;Mendes;3302809;Interior;0
21199;2016;2016m04;Engenheiro Paulo de Frontin;3301801;Interior;0
21200;2016;2016m04;Itatiaia;3302254;Interior;5
21201;2016;2016m04;"Porto Real;Quatis";9999992;Interior;2
21202;2016;2016m04;Pinheiral;3303955;Interior;0
21203;2016;2016m04;São José do Vale do Rio Preto;3305158;Interior;0
21204;2016;2016m04;Petrópolis;3303906;Interior;6
21205;2016;2016m04;Petrópolis;3303906;Interior;2
21206;2016;2016m04;Paraíba do Sul;3303708;Interior;1
21207;2016;2016m04;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;3
21208;2016;2016m04;Sapucaia;3305406;Interior;0
21209;2016;2016m04;Teresópolis;3305802;Interior;11
21210;2016;2016m04;Sumidouro;3305703;Interior;0
21211;2016;2016m04;Carmo;3301207;Interior;1
21212;2016;2016m04;Araruama;3300209;Interior;23
21213;2016;2016m04;Rio Bonito;3304300;Interior;7
21214;2016;2016m04;Silva Jardim;3305604;Interior;1
21215;2016;2016m04;Casimiro de Abreu;3301306;Interior;6
21216;2016;2016m04;Conceição de Macabú;3301405;Interior;0
21217;2016;2016m04;Macaé;3302403;Interior;110
21218;2016;2016m04;Saquarema;3305505;Interior;7
21219;2016;2016m04;São Pedro da Aldeia;3305208;Interior;11
21220;2016;2016m04;Cabo Frio;3300704;Interior;35
21221;2016;2016m04;Armação dos Búzios;3300233;Interior;8
21222;2016;2016m04;Rio das Ostras;3304524;Interior;74
21223;2016;2016m04;Iguaba Grande;3301876;Interior;3
21224;2016;2016m04;"Quissamã;Carapebus";9999994;Interior;3
21225;2016;2016m04;Arraial do Cabo;3300258;Interior;0
21226;2016;2016m04;Campos dos Goytacazes;3301009;Interior;75
21227;2016;2016m04;Itaocara;3302106;Interior;0
21228;2016;2016m04;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
21229;2016;2016m04;Miracema;3303005;Interior;0
21230;2016;2016m04;Laje do Muriaé;3302304;Interior;1
21231;2016;2016m04;Porciúncula;3304102;Interior;0
21232;2016;2016m04;"Natividade;Varre-Sai";9999997;Interior;0
21233;2016;2016m04;São Fidélis;3304805;Interior;0
21234;2016;2016m04;Cambuci;3300902;Interior;0
21235;2016;2016m04;"Itaperuna;São José de Ubá";9999996;Interior;3
21236;2016;2016m04;Bom Jesus de Itabapoana;3300605;Interior;0
21237;2016;2016m04;São João da Barra;3305000;Interior;1
21238;2016;2016m04;Campos dos Goytacazes;3301009;Interior;21
21239;2016;2016m04;São Francisco de Itabapoana;3304755;Interior;1
21240;2016;2016m04;"Cardoso Moreira;Italva";9999995;Interior;0
21241;2016;2016m04;Nova Friburgo;3303401;Interior;17
21242;2016;2016m04;Duas Barras;3301603;Interior;0
21243;2016;2016m04;Cantagalo;3301108;Interior;2
21244;2016;2016m04;"Cordeiro;Macuco";9999998;Interior;0
21245;2016;2016m04;São Sebastião do Alto;3305307;Interior;0
21246;2016;2016m04;Santa Maria Madalena;3304607;Interior;0
21247;2016;2016m04;Trajano de Morais;3305901;Interior;0
21248;2016;2016m04;Bom Jardim;3300506;Interior;0
21249;2016;2016m04;Cachoeiras de Macacu;3300803;Interior;9
21250;2016;2016m04;Mangaratiba;3302601;Interior;2
21251;2016;2016m04;Angra dos Reis;3300100;Interior;29
21252;2016;2016m04;Paraty;3303807;Interior;1
21253;2016;2016m04;Rio Claro;3304409;Interior;0
21254;2016;2016m05;Rio de Janeiro;3304557;Capital;73
21255;2016;2016m05;Rio de Janeiro;3304557;Capital;124
21256;2016;2016m05;Rio de Janeiro;3304557;Capital;151
21257;2016;2016m05;Rio de Janeiro;3304557;Capital;83
21258;2016;2016m05;Rio de Janeiro;3304557;Capital;47
21259;2016;2016m05;Rio de Janeiro;3304557;Capital;91
21260;2016;2016m05;Rio de Janeiro;3304557;Capital;79
21261;2016;2016m05;Rio de Janeiro;3304557;Capital;6
21262;2016;2016m05;Rio de Janeiro;3304557;Capital;32
21263;2016;2016m05;Rio de Janeiro;3304557;Capital;15
21264;2016;2016m05;Rio de Janeiro;3304557;Capital;46
21265;2016;2016m05;Rio de Janeiro;3304557;Capital;17
21266;2016;2016m05;Rio de Janeiro;3304557;Capital;110
21267;2016;2016m05;Rio de Janeiro;3304557;Capital;104
21268;2016;2016m05;Rio de Janeiro;3304557;Capital;121
21269;2016;2016m05;Rio de Janeiro;3304557;Capital;61
21270;2016;2016m05;Rio de Janeiro;3304557;Capital;111
21271;2016;2016m05;Rio de Janeiro;3304557;Capital;249
21272;2016;2016m05;Rio de Janeiro;3304557;Capital;173
21273;2016;2016m05;Rio de Janeiro;3304557;Capital;102
21274;2016;2016m05;Rio de Janeiro;3304557;Capital;130
21275;2016;2016m05;Rio de Janeiro;3304557;Capital;100
21276;2016;2016m05;Rio de Janeiro;3304557;Capital;103
21277;2016;2016m05;Rio de Janeiro;3304557;Capital;261
21278;2016;2016m05;Rio de Janeiro;3304557;Capital;190
21279;2016;2016m05;Rio de Janeiro;3304557;Capital;230
21280;2016;2016m05;Rio de Janeiro;3304557;Capital;114
21281;2016;2016m05;Rio de Janeiro;3304557;Capital;212
21282;2016;2016m05;Rio de Janeiro;3304557;Capital;122
21283;2016;2016m05;Rio de Janeiro;3304557;Capital;148
21284;2016;2016m05;Rio de Janeiro;3304557;Capital;310
21285;2016;2016m05;Rio de Janeiro;3304557;Capital;161
21286;2016;2016m05;Rio de Janeiro;3304557;Capital;90
21287;2016;2016m05;Rio de Janeiro;3304557;Capital;95
21288;2016;2016m05;Rio de Janeiro;3304557;Capital;192
21289;2016;2016m05;Rio de Janeiro;3304557;Capital;211
21290;2016;2016m05;Rio de Janeiro;3304557;Capital;180
21291;2016;2016m05;Rio de Janeiro;3304557;Capital;50
21292;2016;2016m05;Rio de Janeiro;3304557;Capital;63
21293;2016;2016m05;Rio de Janeiro;3304557;Capital;54
21294;2016;2016m05;Rio de Janeiro;3304557;Capital;120
21295;2016;2016m05;Rio de Janeiro;3304557;Capital;8
21296;2016;2016m05;Seropédica;3305554;Baixada Fluminense;12
21297;2016;2016m05;Itaguaí;3302007;Baixada Fluminense;30
21298;2016;2016m05;Paracambi;3303609;Baixada Fluminense;6
21299;2016;2016m05;Nova Iguaçu;3303500;Baixada Fluminense;212
21300;2016;2016m05;Mesquita;3302858;Baixada Fluminense;145
21301;2016;2016m05;Belford Roxo;3300456;Baixada Fluminense;237
21302;2016;2016m05;Queimados;3304144;Baixada Fluminense;88
21303;2016;2016m05;Nova Iguaçu;3303500;Baixada Fluminense;255
21304;2016;2016m05;Nilópolis;3303203;Baixada Fluminense;140
21305;2016;2016m05;Nova Iguaçu;3303500;Baixada Fluminense;284
21306;2016;2016m05;Duque de Caxias;3301702;Baixada Fluminense;490
21307;2016;2016m05;Duque de Caxias;3301702;Baixada Fluminense;160
21308;2016;2016m05;Duque de Caxias;3301702;Baixada Fluminense;16
21309;2016;2016m05;Duque de Caxias;3301702;Baixada Fluminense;122
21310;2016;2016m05;Japeri;3302270;Baixada Fluminense;30
21311;2016;2016m05;São João de Meriti;3305109;Baixada Fluminense;458
21312;2016;2016m05;Magé;3302502;Baixada Fluminense;43
21313;2016;2016m05;Magé;3302502;Baixada Fluminense;49
21314;2016;2016m05;Guapimirim;3301850;Baixada Fluminense;19
21315;2016;2016m05;Tanguá;3305752;Interior;8
21316;2016;2016m05;Itaboraí;3301900;Interior;155
21317;2016;2016m05;São Gonçalo;3304904;Grande Niterói;254
21318;2016;2016m05;São Gonçalo;3304904;Grande Niterói;238
21319;2016;2016m05;São Gonçalo;3304904;Grande Niterói;371
21320;2016;2016m05;São Gonçalo;3304904;Grande Niterói;122
21321;2016;2016m05;Niterói;3303302;Grande Niterói;145
21322;2016;2016m05;Niterói;3303302;Grande Niterói;59
21323;2016;2016m05;Niterói;3303302;Grande Niterói;97
21324;2016;2016m05;Niterói;3303302;Grande Niterói;42
21325;2016;2016m05;Niterói;3303302;Grande Niterói;44
21326;2016;2016m05;Maricá;3302700;Grande Niterói;54
21327;2016;2016m05;Barra do Pirai;3300308;Interior;3
21328;2016;2016m05;Resende;3304201;Interior;13
21329;2016;2016m05;Barra Mansa;3300407;Interior;16
21330;2016;2016m05;Valença;3306107;Interior;1
21331;2016;2016m05;Rio das Flores;3304508;Interior;0
21332;2016;2016m05;Volta Redonda;3306305;Interior;31
21333;2016;2016m05;Piraí;3304003;Interior;1
21334;2016;2016m05;Vassouras;3306206;Interior;4
21335;2016;2016m05;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1
21336;2016;2016m05;Mendes;3302809;Interior;0
21337;2016;2016m05;Engenheiro Paulo de Frontin;3301801;Interior;0
21338;2016;2016m05;Itatiaia;3302254;Interior;4
21339;2016;2016m05;"Porto Real;Quatis";9999992;Interior;0
21340;2016;2016m05;Pinheiral;3303955;Interior;2
21341;2016;2016m05;São José do Vale do Rio Preto;3305158;Interior;0
21342;2016;2016m05;Petrópolis;3303906;Interior;7
21343;2016;2016m05;Petrópolis;3303906;Interior;0
21344;2016;2016m05;Paraíba do Sul;3303708;Interior;0
21345;2016;2016m05;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;10
21346;2016;2016m05;Sapucaia;3305406;Interior;0
21347;2016;2016m05;Teresópolis;3305802;Interior;6
21348;2016;2016m05;Sumidouro;3305703;Interior;0
21349;2016;2016m05;Carmo;3301207;Interior;0
21350;2016;2016m05;Araruama;3300209;Interior;24
21351;2016;2016m05;Rio Bonito;3304300;Interior;5
21352;2016;2016m05;Silva Jardim;3305604;Interior;0
21353;2016;2016m05;Casimiro de Abreu;3301306;Interior;8
21354;2016;2016m05;Conceição de Macabú;3301405;Interior;4
21355;2016;2016m05;Macaé;3302403;Interior;131
21356;2016;2016m05;Saquarema;3305505;Interior;8
21357;2016;2016m05;São Pedro da Aldeia;3305208;Interior;9
21358;2016;2016m05;Cabo Frio;3300704;Interior;48
21359;2016;2016m05;Armação dos Búzios;3300233;Interior;8
21360;2016;2016m05;Rio das Ostras;3304524;Interior;71
21361;2016;2016m05;Iguaba Grande;3301876;Interior;3
21362;2016;2016m05;"Quissamã;Carapebus";9999994;Interior;1
21363;2016;2016m05;Arraial do Cabo;3300258;Interior;4
21364;2016;2016m05;Campos dos Goytacazes;3301009;Interior;85
21365;2016;2016m05;Itaocara;3302106;Interior;2
21366;2016;2016m05;"Santo Antônio de Pádua;Aperibé";9999993;Interior;1
21367;2016;2016m05;Miracema;3303005;Interior;0
21368;2016;2016m05;Laje do Muriaé;3302304;Interior;0
21369;2016;2016m05;Porciúncula;3304102;Interior;0
21370;2016;2016m05;"Natividade;Varre-Sai";9999997;Interior;0
21371;2016;2016m05;São Fidélis;3304805;Interior;2
21372;2016;2016m05;Cambuci;3300902;Interior;1
21373;2016;2016m05;"Itaperuna;São José de Ubá";9999996;Interior;1
21374;2016;2016m05;Bom Jesus de Itabapoana;3300605;Interior;1
21375;2016;2016m05;São João da Barra;3305000;Interior;2
21376;2016;2016m05;Campos dos Goytacazes;3301009;Interior;29
21377;2016;2016m05;São Francisco de Itabapoana;3304755;Interior;1
21378;2016;2016m05;"Cardoso Moreira;Italva";9999995;Interior;0
21379;2016;2016m05;Nova Friburgo;3303401;Interior;6
21380;2016;2016m05;Duas Barras;3301603;Interior;0
21381;2016;2016m05;Cantagalo;3301108;Interior;0
21382;2016;2016m05;"Cordeiro;Macuco";9999998;Interior;0
21383;2016;2016m05;São Sebastião do Alto;3305307;Interior;0
21384;2016;2016m05;Santa Maria Madalena;3304607;Interior;0
21385;2016;2016m05;Trajano de Morais;3305901;Interior;0
21386;2016;2016m05;Bom Jardim;3300506;Interior;0
21387;2016;2016m05;Cachoeiras de Macacu;3300803;Interior;6
21388;2016;2016m05;Mangaratiba;3302601;Interior;3
21389;2016;2016m05;Angra dos Reis;3300100;Interior;32
21390;2016;2016m05;Paraty;3303807;Interior;0
21391;2016;2016m05;Rio Claro;3304409;Interior;0
21392;2016;2016m06;Rio de Janeiro;3304557;Capital;54
21393;2016;2016m06;Rio de Janeiro;3304557;Capital;197
21394;2016;2016m06;Rio de Janeiro;3304557;Capital;158
21395;2016;2016m06;Rio de Janeiro;3304557;Capital;86
21396;2016;2016m06;Rio de Janeiro;3304557;Capital;35
21397;2016;2016m06;Rio de Janeiro;3304557;Capital;76
21398;2016;2016m06;Rio de Janeiro;3304557;Capital;62
21399;2016;2016m06;Rio de Janeiro;3304557;Capital;2
21400;2016;2016m06;Rio de Janeiro;3304557;Capital;29
21401;2016;2016m06;Rio de Janeiro;3304557;Capital;25
21402;2016;2016m06;Rio de Janeiro;3304557;Capital;33
21403;2016;2016m06;Rio de Janeiro;3304557;Capital;18
21404;2016;2016m06;Rio de Janeiro;3304557;Capital;95
21405;2016;2016m06;Rio de Janeiro;3304557;Capital;110
21406;2016;2016m06;Rio de Janeiro;3304557;Capital;145
21407;2016;2016m06;Rio de Janeiro;3304557;Capital;95
21408;2016;2016m06;Rio de Janeiro;3304557;Capital;102
21409;2016;2016m06;Rio de Janeiro;3304557;Capital;212
21410;2016;2016m06;Rio de Janeiro;3304557;Capital;177
21411;2016;2016m06;Rio de Janeiro;3304557;Capital;109
21412;2016;2016m06;Rio de Janeiro;3304557;Capital;117
21413;2016;2016m06;Rio de Janeiro;3304557;Capital;108
21414;2016;2016m06;Rio de Janeiro;3304557;Capital;79
21415;2016;2016m06;Rio de Janeiro;3304557;Capital;241
21416;2016;2016m06;Rio de Janeiro;3304557;Capital;183
21417;2016;2016m06;Rio de Janeiro;3304557;Capital;267
21418;2016;2016m06;Rio de Janeiro;3304557;Capital;141
21419;2016;2016m06;Rio de Janeiro;3304557;Capital;211
21420;2016;2016m06;Rio de Janeiro;3304557;Capital;123
21421;2016;2016m06;Rio de Janeiro;3304557;Capital;195
21422;2016;2016m06;Rio de Janeiro;3304557;Capital;375
21423;2016;2016m06;Rio de Janeiro;3304557;Capital;212
21424;2016;2016m06;Rio de Janeiro;3304557;Capital;104
21425;2016;2016m06;Rio de Janeiro;3304557;Capital;57
21426;2016;2016m06;Rio de Janeiro;3304557;Capital;189
21427;2016;2016m06;Rio de Janeiro;3304557;Capital;264
21428;2016;2016m06;Rio de Janeiro;3304557;Capital;227
21429;2016;2016m06;Rio de Janeiro;3304557;Capital;45
21430;2016;2016m06;Rio de Janeiro;3304557;Capital;50
21431;2016;2016m06;Rio de Janeiro;3304557;Capital;60
21432;2016;2016m06;Rio de Janeiro;3304557;Capital;140
21433;2016;2016m06;Rio de Janeiro;3304557;Capital;4
21434;2016;2016m06;Seropédica;3305554;Baixada Fluminense;36
21435;2016;2016m06;Itaguaí;3302007;Baixada Fluminense;63
21436;2016;2016m06;Paracambi;3303609;Baixada Fluminense;8
21437;2016;2016m06;Nova Iguaçu;3303500;Baixada Fluminense;275
21438;2016;2016m06;Mesquita;3302858;Baixada Fluminense;156
21439;2016;2016m06;Belford Roxo;3300456;Baixada Fluminense;278
21440;2016;2016m06;Queimados;3304144;Baixada Fluminense;104
21441;2016;2016m06;Nova Iguaçu;3303500;Baixada Fluminense;313
21442;2016;2016m06;Nilópolis;3303203;Baixada Fluminense;211
21443;2016;2016m06;Nova Iguaçu;3303500;Baixada Fluminense;246
21444;2016;2016m06;Duque de Caxias;3301702;Baixada Fluminense;467
21445;2016;2016m06;Duque de Caxias;3301702;Baixada Fluminense;201
21446;2016;2016m06;Duque de Caxias;3301702;Baixada Fluminense;13
21447;2016;2016m06;Duque de Caxias;3301702;Baixada Fluminense;127
21448;2016;2016m06;Japeri;3302270;Baixada Fluminense;29
21449;2016;2016m06;São João de Meriti;3305109;Baixada Fluminense;527
21450;2016;2016m06;Magé;3302502;Baixada Fluminense;32
21451;2016;2016m06;Magé;3302502;Baixada Fluminense;73
21452;2016;2016m06;Guapimirim;3301850;Baixada Fluminense;16
21453;2016;2016m06;Tanguá;3305752;Interior;25
21454;2016;2016m06;Itaboraí;3301900;Interior;166
21455;2016;2016m06;São Gonçalo;3304904;Grande Niterói;285
21456;2016;2016m06;São Gonçalo;3304904;Grande Niterói;261
21457;2016;2016m06;São Gonçalo;3304904;Grande Niterói;430
21458;2016;2016m06;São Gonçalo;3304904;Grande Niterói;137
21459;2016;2016m06;Niterói;3303302;Grande Niterói;118
21460;2016;2016m06;Niterói;3303302;Grande Niterói;71
21461;2016;2016m06;Niterói;3303302;Grande Niterói;102
21462;2016;2016m06;Niterói;3303302;Grande Niterói;37
21463;2016;2016m06;Niterói;3303302;Grande Niterói;61
21464;2016;2016m06;Maricá;3302700;Grande Niterói;46
21465;2016;2016m06;Barra do Pirai;3300308;Interior;2
21466;2016;2016m06;Resende;3304201;Interior;10
21467;2016;2016m06;Barra Mansa;3300407;Interior;19
21468;2016;2016m06;Valença;3306107;Interior;1
21469;2016;2016m06;Rio das Flores;3304508;Interior;0
21470;2016;2016m06;Volta Redonda;3306305;Interior;28
21471;2016;2016m06;Piraí;3304003;Interior;0
21472;2016;2016m06;Vassouras;3306206;Interior;0
21473;2016;2016m06;"Miguel Pereira;Paty dos Alferes";9999999;Interior;5
21474;2016;2016m06;Mendes;3302809;Interior;0
21475;2016;2016m06;Engenheiro Paulo de Frontin;3301801;Interior;0
21476;2016;2016m06;Itatiaia;3302254;Interior;2
21477;2016;2016m06;"Porto Real;Quatis";9999992;Interior;0
21478;2016;2016m06;Pinheiral;3303955;Interior;4
21479;2016;2016m06;São José do Vale do Rio Preto;3305158;Interior;1
21480;2016;2016m06;Petrópolis;3303906;Interior;14
21481;2016;2016m06;Petrópolis;3303906;Interior;4
21482;2016;2016m06;Paraíba do Sul;3303708;Interior;0
21483;2016;2016m06;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;4
21484;2016;2016m06;Sapucaia;3305406;Interior;0
21485;2016;2016m06;Teresópolis;3305802;Interior;13
21486;2016;2016m06;Sumidouro;3305703;Interior;0
21487;2016;2016m06;Carmo;3301207;Interior;0
21488;2016;2016m06;Araruama;3300209;Interior;31
21489;2016;2016m06;Rio Bonito;3304300;Interior;10
21490;2016;2016m06;Silva Jardim;3305604;Interior;1
21491;2016;2016m06;Casimiro de Abreu;3301306;Interior;7
21492;2016;2016m06;Conceição de Macabú;3301405;Interior;0
21493;2016;2016m06;Macaé;3302403;Interior;116
21494;2016;2016m06;Saquarema;3305505;Interior;10
21495;2016;2016m06;São Pedro da Aldeia;3305208;Interior;15
21496;2016;2016m06;Cabo Frio;3300704;Interior;37
21497;2016;2016m06;Armação dos Búzios;3300233;Interior;5
21498;2016;2016m06;Rio das Ostras;3304524;Interior;61
21499;2016;2016m06;Iguaba Grande;3301876;Interior;10
21500;2016;2016m06;"Quissamã;Carapebus";9999994;Interior;0
21501;2016;2016m06;Arraial do Cabo;3300258;Interior;2
21502;2016;2016m06;Campos dos Goytacazes;3301009;Interior;79
21503;2016;2016m06;Itaocara;3302106;Interior;0
21504;2016;2016m06;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
21505;2016;2016m06;Miracema;3303005;Interior;0
21506;2016;2016m06;Laje do Muriaé;3302304;Interior;0
21507;2016;2016m06;Porciúncula;3304102;Interior;0
21508;2016;2016m06;"Natividade;Varre-Sai";9999997;Interior;0
21509;2016;2016m06;São Fidélis;3304805;Interior;0
21510;2016;2016m06;Cambuci;3300902;Interior;0
21511;2016;2016m06;"Itaperuna;São José de Ubá";9999996;Interior;0
21512;2016;2016m06;Bom Jesus de Itabapoana;3300605;Interior;0
21513;2016;2016m06;São João da Barra;3305000;Interior;5
21514;2016;2016m06;Campos dos Goytacazes;3301009;Interior;38
21515;2016;2016m06;São Francisco de Itabapoana;3304755;Interior;2
21516;2016;2016m06;"Cardoso Moreira;Italva";9999995;Interior;0
21517;2016;2016m06;Nova Friburgo;3303401;Interior;12
21518;2016;2016m06;Duas Barras;3301603;Interior;0
21519;2016;2016m06;Cantagalo;3301108;Interior;0
21520;2016;2016m06;"Cordeiro;Macuco";9999998;Interior;0
21521;2016;2016m06;São Sebastião do Alto;3305307;Interior;0
21522;2016;2016m06;Santa Maria Madalena;3304607;Interior;0
21523;2016;2016m06;Trajano de Morais;3305901;Interior;0
21524;2016;2016m06;Bom Jardim;3300506;Interior;0
21525;2016;2016m06;Cachoeiras de Macacu;3300803;Interior;10
21526;2016;2016m06;Mangaratiba;3302601;Interior;8
21527;2016;2016m06;Angra dos Reis;3300100;Interior;37
21528;2016;2016m06;Paraty;3303807;Interior;1
21529;2016;2016m06;Rio Claro;3304409;Interior;1
21530;2016;2016m07;Rio de Janeiro;3304557;Capital;51
21531;2016;2016m07;Rio de Janeiro;3304557;Capital;160
21532;2016;2016m07;Rio de Janeiro;3304557;Capital;146
21533;2016;2016m07;Rio de Janeiro;3304557;Capital;106
21534;2016;2016m07;Rio de Janeiro;3304557;Capital;30
21535;2016;2016m07;Rio de Janeiro;3304557;Capital;78
21536;2016;2016m07;Rio de Janeiro;3304557;Capital;53
21537;2016;2016m07;Rio de Janeiro;3304557;Capital;2
21538;2016;2016m07;Rio de Janeiro;3304557;Capital;36
21539;2016;2016m07;Rio de Janeiro;3304557;Capital;21
21540;2016;2016m07;Rio de Janeiro;3304557;Capital;65
21541;2016;2016m07;Rio de Janeiro;3304557;Capital;17
21542;2016;2016m07;Rio de Janeiro;3304557;Capital;80
21543;2016;2016m07;Rio de Janeiro;3304557;Capital;124
21544;2016;2016m07;Rio de Janeiro;3304557;Capital;124
21545;2016;2016m07;Rio de Janeiro;3304557;Capital;90
21546;2016;2016m07;Rio de Janeiro;3304557;Capital;84
21547;2016;2016m07;Rio de Janeiro;3304557;Capital;268
21548;2016;2016m07;Rio de Janeiro;3304557;Capital;169
21549;2016;2016m07;Rio de Janeiro;3304557;Capital;125
21550;2016;2016m07;Rio de Janeiro;3304557;Capital;121
21551;2016;2016m07;Rio de Janeiro;3304557;Capital;119
21552;2016;2016m07;Rio de Janeiro;3304557;Capital;83
21553;2016;2016m07;Rio de Janeiro;3304557;Capital;238
21554;2016;2016m07;Rio de Janeiro;3304557;Capital;179
21555;2016;2016m07;Rio de Janeiro;3304557;Capital;279
21556;2016;2016m07;Rio de Janeiro;3304557;Capital;128
21557;2016;2016m07;Rio de Janeiro;3304557;Capital;199
21558;2016;2016m07;Rio de Janeiro;3304557;Capital;137
21559;2016;2016m07;Rio de Janeiro;3304557;Capital;177
21560;2016;2016m07;Rio de Janeiro;3304557;Capital;373
21561;2016;2016m07;Rio de Janeiro;3304557;Capital;224
21562;2016;2016m07;Rio de Janeiro;3304557;Capital;87
21563;2016;2016m07;Rio de Janeiro;3304557;Capital;88
21564;2016;2016m07;Rio de Janeiro;3304557;Capital;163
21565;2016;2016m07;Rio de Janeiro;3304557;Capital;231
21566;2016;2016m07;Rio de Janeiro;3304557;Capital;230
21567;2016;2016m07;Rio de Janeiro;3304557;Capital;49
21568;2016;2016m07;Rio de Janeiro;3304557;Capital;39
21569;2016;2016m07;Rio de Janeiro;3304557;Capital;71
21570;2016;2016m07;Rio de Janeiro;3304557;Capital;91
21571;2016;2016m07;Rio de Janeiro;3304557;Capital;9
21572;2016;2016m07;Seropédica;3305554;Baixada Fluminense;18
21573;2016;2016m07;Itaguaí;3302007;Baixada Fluminense;38
21574;2016;2016m07;Paracambi;3303609;Baixada Fluminense;8
21575;2016;2016m07;Nova Iguaçu;3303500;Baixada Fluminense;273
21576;2016;2016m07;Mesquita;3302858;Baixada Fluminense;179
21577;2016;2016m07;Belford Roxo;3300456;Baixada Fluminense;222
21578;2016;2016m07;Queimados;3304144;Baixada Fluminense;109
21579;2016;2016m07;Nova Iguaçu;3303500;Baixada Fluminense;240
21580;2016;2016m07;Nilópolis;3303203;Baixada Fluminense;209
21581;2016;2016m07;Nova Iguaçu;3303500;Baixada Fluminense;280
21582;2016;2016m07;Duque de Caxias;3301702;Baixada Fluminense;495
21583;2016;2016m07;Duque de Caxias;3301702;Baixada Fluminense;201
21584;2016;2016m07;Duque de Caxias;3301702;Baixada Fluminense;16
21585;2016;2016m07;Duque de Caxias;3301702;Baixada Fluminense;119
21586;2016;2016m07;Japeri;3302270;Baixada Fluminense;32
21587;2016;2016m07;São João de Meriti;3305109;Baixada Fluminense;520
21588;2016;2016m07;Magé;3302502;Baixada Fluminense;49
21589;2016;2016m07;Magé;3302502;Baixada Fluminense;67
21590;2016;2016m07;Guapimirim;3301850;Baixada Fluminense;11
21591;2016;2016m07;Tanguá;3305752;Interior;6
21592;2016;2016m07;Itaboraí;3301900;Interior;157
21593;2016;2016m07;São Gonçalo;3304904;Grande Niterói;331
21594;2016;2016m07;São Gonçalo;3304904;Grande Niterói;231
21595;2016;2016m07;São Gonçalo;3304904;Grande Niterói;327
21596;2016;2016m07;São Gonçalo;3304904;Grande Niterói;192
21597;2016;2016m07;Niterói;3303302;Grande Niterói;121
21598;2016;2016m07;Niterói;3303302;Grande Niterói;95
21599;2016;2016m07;Niterói;3303302;Grande Niterói;113
21600;2016;2016m07;Niterói;3303302;Grande Niterói;30
21601;2016;2016m07;Niterói;3303302;Grande Niterói;63
21602;2016;2016m07;Maricá;3302700;Grande Niterói;49
21603;2016;2016m07;Barra do Pirai;3300308;Interior;1
21604;2016;2016m07;Resende;3304201;Interior;16
21605;2016;2016m07;Barra Mansa;3300407;Interior;23
21606;2016;2016m07;Valença;3306107;Interior;3
21607;2016;2016m07;Rio das Flores;3304508;Interior;0
21608;2016;2016m07;Volta Redonda;3306305;Interior;31
21609;2016;2016m07;Piraí;3304003;Interior;0
21610;2016;2016m07;Vassouras;3306206;Interior;1
21611;2016;2016m07;"Miguel Pereira;Paty dos Alferes";9999999;Interior;2
21612;2016;2016m07;Mendes;3302809;Interior;1
21613;2016;2016m07;Engenheiro Paulo de Frontin;3301801;Interior;0
21614;2016;2016m07;Itatiaia;3302254;Interior;2
21615;2016;2016m07;"Porto Real;Quatis";9999992;Interior;1
21616;2016;2016m07;Pinheiral;3303955;Interior;0
21617;2016;2016m07;São José do Vale do Rio Preto;3305158;Interior;0
21618;2016;2016m07;Petrópolis;3303906;Interior;12
21619;2016;2016m07;Petrópolis;3303906;Interior;2
21620;2016;2016m07;Paraíba do Sul;3303708;Interior;1
21621;2016;2016m07;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;4
21622;2016;2016m07;Sapucaia;3305406;Interior;0
21623;2016;2016m07;Teresópolis;3305802;Interior;22
21624;2016;2016m07;Sumidouro;3305703;Interior;0
21625;2016;2016m07;Carmo;3301207;Interior;0
21626;2016;2016m07;Araruama;3300209;Interior;42
21627;2016;2016m07;Rio Bonito;3304300;Interior;7
21628;2016;2016m07;Silva Jardim;3305604;Interior;0
21629;2016;2016m07;Casimiro de Abreu;3301306;Interior;2
21630;2016;2016m07;Conceição de Macabú;3301405;Interior;2
21631;2016;2016m07;Macaé;3302403;Interior;120
21632;2016;2016m07;Saquarema;3305505;Interior;13
21633;2016;2016m07;São Pedro da Aldeia;3305208;Interior;24
21634;2016;2016m07;Cabo Frio;3300704;Interior;51
21635;2016;2016m07;Armação dos Búzios;3300233;Interior;6
21636;2016;2016m07;Rio das Ostras;3304524;Interior;63
21637;2016;2016m07;Iguaba Grande;3301876;Interior;6
21638;2016;2016m07;"Quissamã;Carapebus";9999994;Interior;4
21639;2016;2016m07;Arraial do Cabo;3300258;Interior;1
